# ICS Core 100 Hz CSV | Run: ICS_SIM_20260401_120000
# Generated: 2026-04-10T18:23:51.129714Z
# Temp compensation: LM95172 reference, per-component polynomial models
# vib_*_raw_g: T-compensated, NO kinematic correction applied
# vib_*_corr_g: T-compensated + Euler + Coriolis + R-matrix
elapsed_time_s,vib_x_raw_g,vib_y_raw_g,vib_z_raw_g,vib_x_corr_g,vib_y_corr_g,vib_z_corr_g,vib_magnitude_corr_g,vib_x_rms_g,vib_y_rms_g,vib_z_rms_g,rpm,omega_z_dps,rpm_source,drill_condition,condition_severity
1.61,0.740584,0.92082,0.559231,0.740584,0.91838,0.559231,1.305613,0.935245,1.002747,1.048482,12.257,73.5399,adxrs645,NORMAL,0.4825
1.62,-0.108274,0.140558,0.900139,-0.108274,0.142203,0.900139,0.917712,0.933283,0.997228,1.043272,12.256,73.5377,adxrs645,NORMAL,0.4825
1.63,0.93183,-2.697567,-0.27296,0.93183,-2.695927,-0.27296,2.865455,0.930222,1.015374,1.043628,11.645,69.8718,adxrs645,NORMAL,0.4825
1.64,-0.22487,0.671078,-0.066953,-0.22487,0.668177,-0.066953,0.708174,0.928931,1.008382,1.036171,12.052,72.3121,adxrs645,NORMAL,0.4825
1.65,0.721157,-1.081622,0.260768,0.721157,-1.084719,0.260768,1.328414,0.927156,1.012589,1.036101,12.459,74.7523,adxrs645,NORMAL,0.4825
1.66,0.902692,-1.478455,2.520587,0.902692,-1.478917,2.520587,3.058661,0.931017,1.020989,1.065105,12.458,74.75,adxrs645,NORMAL,0.4825
1.67,1.194196,0.001357,-0.830711,1.194196,0.001156,-0.830711,1.454712,0.938489,1.020644,1.060545,12.254,73.5266,adxrs645,NORMAL,0.4825
1.68,-0.175575,0.084037,0.441895,-0.175575,0.083043,0.441895,0.482694,0.935609,1.009441,1.061249,12.458,74.7456,adxrs645,NORMAL,0.4825
1.69,1.504884,-0.477438,0.564293,1.504884,-0.478783,0.564293,1.677002,0.943062,1.008984,1.058722,12.457,74.7434,adxrs645,NORMAL,0.4825
1.7,-1.296089,-0.414772,0.377784,-1.296089,-0.418995,0.377784,1.41355,0.951872,1.009497,1.059373,12.66,75.9624,adxrs645,NORMAL,0.4825
1.71,0.693232,-0.755378,-0.442048,0.693232,-0.759062,-0.442048,1.118996,0.954164,1.010316,1.053252,13.271,79.6239,adxrs645,NORMAL,0.4825
1.72,1.464743,1.165239,0.209055,1.464743,1.16361,0.209055,1.88233,0.943267,1.009073,1.052286,13.067,78.4004,adxrs645,NORMAL,0.4825
1.73,-2.243095,2.518374,-0.019989,-2.243095,2.516748,-0.019989,3.371334,0.968891,1.032263,1.044754,13.27,79.6194,adxrs645,NORMAL,0.4825
1.74,-0.313474,-0.523875,0.377459,-0.313474,-0.524593,0.377459,0.718289,0.953696,1.032885,1.045023,13.27,79.6172,adxrs645,NORMAL,0.4825
1.75,0.387711,0.953402,-0.928765,0.387711,0.95218,-0.928765,1.385486,0.938611,1.036645,1.048376,13.269,79.615,adxrs645,NORMAL,0.4825
1.76,-0.313412,2.036507,0.22525,-0.313412,2.035969,0.22525,2.072229,0.935651,1.055914,1.019726,13.472,80.834,adxrs645,NORMAL,0.4825
1.77,-0.173034,-0.944399,0.507428,-0.173034,-0.943726,0.507428,1.085377,0.933936,1.057755,1.019463,13.268,79.6106,adxrs645,NORMAL,0.4825
1.78,1.034081,0.877186,-0.25957,1.034081,0.875672,-0.25957,1.379674,0.93951,1.059446,0.987325,13.268,79.6083,adxrs645,NORMAL,0.4825
1.79,0.362332,1.676654,1.074082,0.362332,1.674171,1.074082,2.021827,0.936447,1.071129,0.992668,13.675,82.0486,adxrs645,NORMAL,0.4825
1.8,-0.786519,-2.553657,0.297664,-0.786519,-2.553846,0.297664,2.688744,0.935923,1.086236,0.990413,13.674,82.0464,adxrs645,NORMAL,0.4825
1.81,0.800982,-1.092517,-0.008816,0.800982,-1.09169,-0.008816,1.354044,0.937161,1.0892,0.985429,13.47,80.8229,adxrs645,NORMAL,0.4825
1.82,-0.264501,0.104603,-0.546352,-0.264501,0.104065,-0.546352,0.615866,0.930287,1.084321,0.9656,13.47,80.8207,adxrs645,NORMAL,0.4825
1.83,1.294457,0.148421,-0.881704,1.294457,0.146371,-0.881704,1.573037,0.930645,1.081481,0.969513,13.673,82.0397,adxrs645,NORMAL,0.4825
1.84,0.920283,-1.268075,1.288444,0.920283,-1.270796,1.288444,2.030254,0.934488,1.069826,0.971759,13.876,83.2587,adxrs645,NORMAL,0.4825
1.85,0.994124,1.394073,-0.158736,0.994124,1.393778,-0.158736,1.71933,0.939571,1.075299,0.964024,14.08,84.4778,adxrs645,NORMAL,0.4825
1.86,-0.497657,0.084283,-0.084699,-0.497657,0.083248,-0.084699,0.511631,0.940554,1.07122,0.949116,13.672,82.033,adxrs645,NORMAL,0.4825
1.87,-0.654777,-0.555354,-0.367518,-0.654777,-0.557625,-0.367518,0.93528,0.939551,1.068797,0.948723,14.282,85.6946,adxrs645,NORMAL,0.4825
1.88,-1.173683,0.680095,-0.052462,-1.173683,0.68,-0.052462,1.357454,0.946676,1.063395,0.941582,14.079,84.4711,adxrs645,NORMAL,0.4825
1.89,-0.309353,-1.113865,-1.164042,-0.309353,-1.113904,-1.164042,1.640571,0.942195,1.068951,0.942609,14.078,84.4689,adxrs645,NORMAL,0.4825
1.9,1.942068,-0.629252,0.612469,1.942068,-0.631989,0.612469,2.132172,0.956122,1.05798,0.942042,14.078,84.4667,adxrs645,NORMAL,0.4825
1.91,0.163154,-2.784059,1.79818,0.163154,-2.787084,1.79818,3.32083,0.953538,1.064271,0.957373,14.688,88.1282,adxrs645,NORMAL,0.4825
1.92,0.686282,-0.770137,-0.028458,0.686282,-0.769659,-0.028458,1.031585,0.955686,1.06699,0.947841,14.484,86.9047,adxrs645,NORMAL,0.4825
1.93,-1.152897,1.832121,-0.910591,-1.152897,1.831429,-0.910591,2.347866,0.962574,1.081731,0.95048,14.28,85.6812,adxrs645,NORMAL,0.4825
1.94,-0.524783,-0.731931,0.080641,-0.524783,-0.73405,0.080641,0.905942,0.958153,1.083818,0.948005,14.687,88.1215,adxrs645,NORMAL,0.4825
1.95,1.374792,1.795218,-0.400299,1.374792,1.794283,-0.400299,2.295592,0.967856,1.098538,0.948782,14.687,88.1193,adxrs645,NORMAL,0.4825
1.96,0.379501,0.082174,-0.984832,0.379501,0.080855,-0.984832,1.058515,0.965658,1.097091,0.943844,14.686,88.1171,adxrs645,NORMAL,0.4825
1.97,2.430552,1.367258,0.18974,2.430552,1.366676,0.18974,2.794886,0.975257,1.094012,0.934685,14.889,89.3361,adxrs645,NORMAL,0.4825
1.98,1.587125,1.216129,0.082133,1.587125,1.215874,0.082133,2.001015,0.977799,1.094257,0.934624,14.685,88.1126,adxrs645,NORMAL,0.4825
1.99,0.327051,1.51717,-0.949309,0.327051,1.51706,-0.949309,1.819237,0.937027,1.103151,0.928801,14.889,89.3317,adxrs645,NORMAL,0.4825
2.0,1.679302,-0.225867,1.529789,1.679302,-0.225912,1.529789,2.282837,0.946856,1.102191,0.940314,14.685,88.1082,adxrs645,NORMAL,0.5049
2.01,-0.005244,0.338744,-0.034424,-0.005244,0.335096,-0.034424,0.3369,0.94515,1.098747,0.938803,14.888,89.3273,adxrs645,NORMAL,0.5049
2.02,-0.533645,-0.27097,1.383783,-0.533645,-0.275306,1.383783,1.508451,0.946364,1.09762,0.939529,15.498,92.9889,adxrs645,NORMAL,0.5049
2.03,-2.322042,-1.243184,-0.727941,-2.322042,-1.244194,-0.727941,2.733093,0.974187,1.104247,0.933847,15.498,92.9867,adxrs645,NORMAL,0.5049
2.04,-1.082034,1.515146,1.26198,-1.082034,1.513794,1.26198,2.248325,0.978038,1.113526,0.939755,15.294,91.7632,adxrs645,NORMAL,0.5049
2.05,0.594068,-0.639997,1.339643,0.594068,-0.641501,1.339643,1.599713,0.976816,1.097542,0.9481,15.701,94.2036,adxrs645,NORMAL,0.5049
2.06,-1.593618,2.149385,-0.686996,-1.593618,2.14963,-0.686996,2.762696,0.987491,1.114811,0.942209,15.497,92.9801,adxrs645,NORMAL,0.5049
2.07,-0.262945,-0.430835,-1.076834,-0.262945,-0.431631,-1.076834,1.189545,0.987456,1.104429,0.946989,15.496,92.9779,adxrs645,NORMAL,0.5049
2.08,1.931832,0.791648,1.219713,1.931832,0.790391,1.219713,2.417518,1.000236,1.105326,0.954655,15.699,94.197,adxrs645,NORMAL,0.5049
2.09,-1.227961,0.181572,0.522856,-1.227961,0.181019,0.522856,1.346861,0.985128,1.103486,0.932006,15.699,94.1948,adxrs645,NORMAL,0.5049
2.1,0.271711,-1.164463,1.079291,0.271711,-1.166521,1.079291,1.612286,0.950444,1.102714,0.893785,15.699,94.1926,adxrs645,NORMAL,0.5049
2.11,0.121981,-0.958346,-1.861821,0.121981,-0.960163,-1.861821,2.098373,0.950493,1.10242,0.91291,16.105,96.633,adxrs645,NORMAL,0.5049
2.12,0.608826,2.459177,-1.018867,0.608826,2.458375,-1.018867,2.729902,0.942176,1.126439,0.902611,15.902,95.4095,adxrs645,NORMAL,0.5049
2.13,0.171057,1.114468,-1.274193,0.171057,1.112301,-1.274193,1.700012,0.935135,1.131182,0.911536,16.105,96.6286,adxrs645,NORMAL,0.5049
2.14,-0.481681,-0.86325,0.988215,-0.481681,-0.864207,0.988215,1.39837,0.932322,1.134235,0.916856,16.308,97.8477,adxrs645,NORMAL,0.5049
2.15,1.330308,0.15961,-0.844773,1.330308,0.160097,-0.844773,1.58398,0.941726,1.126369,0.920145,16.104,96.6242,adxrs645,NORMAL,0.5049
2.16,-0.444397,-0.632786,-0.980814,-0.444397,-0.632567,-0.980814,1.24885,0.938138,1.124775,0.923027,16.104,96.622,adxrs645,NORMAL,0.5049
2.17,-0.10241,0.576922,0.492044,-0.10241,0.576114,0.492044,0.764528,0.927601,1.126066,0.914719,16.103,96.6198,adxrs645,NORMAL,0.5049
2.18,-0.008263,0.057263,-0.081849,-0.008263,0.056,-0.081849,0.099517,0.927138,1.126054,0.914748,16.306,97.8389,adxrs645,NORMAL,0.5049
2.19,-1.301984,0.160724,-0.585773,-1.301984,0.15926,-0.585773,1.436543,0.930535,1.122889,0.916413,16.306,97.8367,adxrs645,NORMAL,0.5049
2.2,-1.352323,0.372076,-0.613991,-1.352323,0.370523,-0.613991,1.530703,0.939917,1.119483,0.918421,16.509,99.0558,adxrs645,NORMAL,0.5049
2.21,0.2286,0.850785,-0.953767,0.2286,0.847377,-0.953767,1.29614,0.930373,1.111124,0.919915,16.509,99.0536,adxrs645,NORMAL,0.5049
2.22,0.092465,-1.817177,1.53825,0.092465,-1.818684,1.53825,2.383773,0.922288,1.121504,0.925552,17.119,102.7153,adxrs645,NORMAL,0.5049
2.23,-1.36416,-0.516749,1.343396,-1.36416,-0.51469,1.343396,1.982562,0.930876,1.114599,0.934798,16.508,99.0492,adxrs645,NORMAL,0.5049
2.24,-0.235406,-1.201906,0.715758,-0.235406,-1.202806,0.715758,1.419319,0.927962,1.112082,0.937188,16.508,99.047,adxrs645,NORMAL,0.5049
2.25,0.693144,-0.635581,-0.526912,0.693144,-0.637792,-0.526912,1.079289,0.928265,1.113449,0.932484,16.915,101.4874,adxrs645,NORMAL,0.5049
2.26,-0.437063,-0.207811,-1.900163,-0.437063,-0.209695,-1.900163,1.961024,0.929131,1.113646,0.951643,16.914,101.4852,adxrs645,NORMAL,0.5049
2.27,-0.182116,1.790723,-0.899389,-0.182116,1.788983,-0.899389,2.010604,0.929267,1.124788,0.953103,17.117,102.7043,adxrs645,NORMAL,0.5049
2.28,-0.585731,-1.188155,0.614509,-0.585731,-1.189831,0.614509,1.461642,0.928096,1.119299,0.954468,17.117,102.7021,adxrs645,NORMAL,0.5049
2.29,1.207831,1.184863,-1.252817,1.207831,1.185032,-1.252817,2.105399,0.931619,1.122714,0.962295,17.32,103.9212,adxrs645,NORMAL,0.5049
2.3,0.501725,1.439296,0.511635,0.501725,1.439374,0.511635,1.607885,0.929422,1.129433,0.961525,16.913,101.4764,adxrs645,NORMAL,0.5049
2.31,0.480268,-0.473475,0.220965,0.480268,-0.476161,0.220965,0.711486,0.930407,1.116829,0.961775,17.319,103.9168,adxrs645,NORMAL,0.5049
2.32,1.241143,0.32949,-1.253146,1.241143,0.327395,-1.253146,1.793878,0.938295,1.116588,0.957207,17.523,105.1359,adxrs645,NORMAL,0.5049
2.33,-0.457829,1.214019,0.326016,-0.457829,1.211279,0.326016,1.335324,0.937071,1.123087,0.956398,17.522,105.1337,adxrs645,NORMAL,0.5049
2.34,0.119531,-0.556197,1.193278,0.119531,-0.558316,1.193278,1.322844,0.918787,1.123779,0.934897,17.929,107.5742,adxrs645,NORMAL,0.5049
2.35,1.668986,1.268184,1.448296,1.668986,1.268156,1.448296,2.547802,0.932577,1.130793,0.943196,17.725,106.3507,adxrs645,NORMAL,0.5049
2.36,-0.360131,-0.502155,-0.156966,-0.360131,-0.502164,-0.156966,0.637575,0.932422,1.129167,0.938543,17.725,106.3485,adxrs645,NORMAL,0.5049
2.37,0.038727,1.436727,1.170537,0.038727,1.436726,1.170537,1.853602,0.931941,1.128598,0.943045,17.724,106.3462,adxrs645,NORMAL,0.5049
2.38,0.540626,-1.436919,-1.694783,0.540626,-1.437824,-1.694783,2.287336,0.933484,1.106881,0.946572,17.724,106.344,adxrs645,NORMAL,0.5049
2.39,0.24143,0.883804,-0.079887,0.24143,0.881591,-0.079887,0.917536,0.933663,1.103557,0.93671,17.927,107.5632,adxrs645,NORMAL,0.5049
2.4,1.922641,-1.086814,-1.213234,1.922641,-1.088699,-1.213234,2.520664,0.953224,1.108266,0.939691,18.13,108.7823,adxrs645,NORMAL,0.5049
2.41,-0.666976,-0.705147,0.528421,-0.666976,-0.705071,0.528421,1.105084,0.947726,1.109677,0.938892,18.13,108.7801,adxrs645,NORMAL,0.5049
2.42,-0.42343,-1.554147,0.895211,-0.42343,-1.55411,0.895211,1.842811,0.948408,1.120486,0.942813,17.926,107.5566,adxrs645,NORMAL,0.5049
2.43,-1.767153,-1.075601,-1.629346,-1.767153,-1.078305,-1.629346,2.634452,0.963542,1.125654,0.956696,18.129,108.7757,adxrs645,NORMAL,0.5049
2.44,0.207972,0.186812,1.924328,0.207972,0.184709,1.924328,1.944328,0.963104,1.125779,0.975603,18.536,111.2162,adxrs645,NORMAL,0.5049
2.45,0.917597,1.447594,0.2898,0.917597,1.446666,0.2898,1.737472,0.962371,1.134486,0.970285,18.332,109.9926,adxrs645,NORMAL,0.5049
2.46,-0.980979,0.128638,0.594875,-0.980979,0.127322,0.594875,1.1543,0.967349,1.132996,0.969032,18.535,111.2118,adxrs645,NORMAL,0.5049
2.47,0.706735,-0.474378,0.49082,0.706735,-0.476773,0.49082,0.983713,0.96758,1.130215,0.970274,18.535,111.2096,adxrs645,NORMAL,0.5049
2.48,-0.936926,-1.047636,-1.120446,-0.936926,-1.049602,-1.120446,1.798581,0.969996,1.134939,0.97399,18.942,113.6501,adxrs645,NORMAL,0.5049
2.49,0.024729,-1.182777,-0.426526,0.024729,-1.182737,-0.426526,1.257538,0.963798,1.137874,0.970714,18.738,112.4265,adxrs645,NORMAL,0.5049
2.5,0.906719,-1.033464,-0.506436,0.906719,-1.033443,-0.506436,1.465136,0.967829,1.139982,0.925467,18.737,112.4243,adxrs645,NORMAL,0.5049
2.51,0.071934,0.247931,-0.501402,0.071934,0.247036,-0.501402,0.563565,0.958662,1.140139,0.926715,18.737,112.4221,adxrs645,NORMAL,0.5049
2.52,0.790201,0.592959,1.144697,0.790201,0.593474,1.144697,1.51227,0.961376,1.133084,0.927683,18.94,113.6413,adxrs645,NORMAL,0.5049
2.53,-0.08195,-0.515005,-0.685542,-0.08195,-0.514774,-0.685542,0.861206,0.949979,1.133561,0.928116,18.533,111.1963,adxrs645,NORMAL,0.5049
2.54,0.308342,-0.37877,-0.571606,0.308342,-0.381388,-0.571606,0.75317,0.949907,1.126576,0.925183,18.939,113.6369,adxrs645,NORMAL,0.5049
2.55,-0.450214,-0.686629,0.199876,-0.450214,-0.687786,0.199876,0.845986,0.95046,1.120429,0.925195,19.143,114.856,adxrs645,NORMAL,0.5049
2.56,-1.418678,0.304324,0.679468,-1.418678,0.303814,0.679468,1.60207,0.96007,1.112197,0.907667,18.939,113.6324,adxrs645,NORMAL,0.5049
2.57,-0.583396,1.930364,0.017698,-0.583396,1.927418,0.017698,2.013853,0.96184,1.126254,0.904024,19.142,114.8516,adxrs645,NORMAL,0.5049
2.58,-1.568134,-0.282466,0.062929,-1.568134,-0.285584,0.062929,1.595168,0.974207,1.125015,0.903672,19.549,117.2922,adxrs645,NORMAL,0.5049
2.59,0.450928,-0.258555,-1.015987,0.450928,-0.259933,-1.015987,1.141548,0.96256,1.123121,0.908088,19.548,117.29,adxrs645,NORMAL,0.5049
2.6,-1.099781,-0.656465,-0.560221,-1.099781,-0.657072,-0.560221,1.398252,0.967582,1.124684,0.908876,19.548,117.2878,adxrs645,NORMAL,0.5049
2.61,-1.139969,-0.736038,0.662361,-1.139969,-0.737212,0.662361,1.510541,0.971456,1.123349,0.909569,19.548,117.2855,adxrs645,NORMAL,0.5049
2.62,1.655696,0.758799,1.311631,1.655696,0.756467,1.311631,2.243645,0.985405,1.125804,0.914558,19.751,118.5047,adxrs645,NORMAL,0.5049
2.63,0.978439,0.836826,-0.339295,0.978439,0.835795,-0.339295,1.330796,0.985856,1.096239,0.91478,19.954,119.7239,adxrs645,NORMAL,0.5049
2.64,0.141538,-0.422492,-0.220083,0.141538,-0.42113,-0.220083,0.495802,0.985701,1.095011,0.91502,19.75,118.5003,adxrs645,NORMAL,0.5049
2.65,0.068472,0.716756,0.425216,0.068472,0.715547,0.425216,0.835167,0.983084,1.091972,0.915636,19.546,117.2767,adxrs645,NORMAL,0.5049
2.66,-0.162555,0.055788,0.435409,-0.162555,0.052532,0.435409,0.467723,0.979065,1.081923,0.881336,20.156,120.9387,adxrs645,NORMAL,0.5049
2.67,0.6704,-1.525837,-1.082242,0.6704,-1.526369,-1.082242,1.987583,0.974065,1.092637,0.884061,20.156,120.9365,adxrs645,NORMAL,0.5049
2.68,1.112317,-0.061145,-0.425994,1.112317,-0.060469,-0.425994,1.192634,0.980238,1.092622,0.883983,19.952,119.7129,adxrs645,NORMAL,0.5049
2.69,-0.264695,-0.264902,0.56047,-0.264695,-0.266415,0.56047,0.674661,0.968979,1.091898,0.883959,19.952,119.7107,adxrs645,NORMAL,0.5049
2.7,-1.113064,0.024891,0.247239,-1.113064,0.022408,0.247239,1.140413,0.966701,1.091096,0.883497,20.359,122.1513,adxrs645,NORMAL,0.5049
2.71,0.39808,0.223883,0.518265,0.39808,0.221878,0.518265,0.690143,0.965034,1.088678,0.883911,20.358,122.1491,adxrs645,NORMAL,0.5049
2.72,-0.575325,-0.946126,2.468282,-0.575325,-0.947011,2.468282,2.705595,0.955587,1.086577,0.917489,20.561,123.3683,adxrs645,NORMAL,0.5049
2.73,-0.302653,-0.185304,0.680963,-0.302653,-0.184785,0.680963,0.76776,0.92938,1.05719,0.92001,20.357,122.1446,adxrs645,NORMAL,0.5049
2.74,1.603471,-0.547046,-1.003434,1.603471,-0.548629,-1.003434,1.969516,0.94259,1.057312,0.924696,20.357,122.1424,adxrs645,NORMAL,0.5049
2.75,-1.247919,1.600501,-1.042926,-1.247919,1.597987,-1.042926,2.280035,0.950024,1.065072,0.925913,20.764,124.583,adxrs645,NORMAL,0.5049
2.76,-0.027684,-0.981838,-1.455104,-0.027684,-0.982949,-1.455104,1.756212,0.949511,1.050042,0.937006,20.763,124.5808,adxrs645,NORMAL,0.5049
2.77,-0.293743,-0.942172,-0.694863,-0.293743,-0.943569,-0.694863,1.208073,0.949807,1.05004,0.938208,20.763,124.5786,adxrs645,NORMAL,0.5049
2.78,2.01552,0.42689,0.935841,2.01552,0.425367,0.935841,2.262534,0.965435,1.047247,0.942506,20.966,125.7978,adxrs645,NORMAL,0.5049
2.79,0.828544,-0.101336,-0.44179,0.828544,-0.102008,-0.44179,0.944494,0.968306,1.033829,0.937408,20.966,125.7956,adxrs645,NORMAL,0.5049
2.8,0.250112,0.169247,-0.571495,0.250112,0.168045,-0.571495,0.646066,0.96543,1.00193,0.938676,20.966,125.7934,adxrs645,NORMAL,0.5049
2.81,0.130464,-0.709681,-0.172271,0.130464,-0.711119,-0.172271,0.743228,0.96219,0.9985,0.938834,21.169,127.0126,adxrs645,NORMAL,0.5049
2.82,-0.33688,-1.274915,-2.362355,-0.33688,-1.275549,-2.362355,2.705778,0.962416,1.00656,0.966556,21.168,127.0104,adxrs645,NORMAL,0.5049
2.83,-0.943551,1.812727,-0.311162,-0.943551,1.810634,-0.311162,2.06531,0.958328,1.022611,0.963029,21.168,127.0082,adxrs645,NORMAL,0.5049
2.84,0.77969,-2.134635,-1.013122,0.77969,-2.134652,-1.013122,2.488186,0.95708,1.036895,0.959734,21.575,129.4489,adxrs645,NORMAL,0.5049
2.85,-1.36101,-0.203274,2.433614,-1.36101,-0.204186,2.433614,2.795804,0.961583,1.027688,0.989981,20.964,125.7824,adxrs645,NORMAL,0.5049
2.86,0.462462,1.703804,-0.255666,0.462462,1.702495,-0.255666,1.782618,0.961408,1.041661,0.990274,21.778,130.6659,adxrs645,NORMAL,0.5049
2.87,1.371487,2.083308,-0.109899,1.371487,2.08364,-0.109899,2.49692,0.968931,1.060832,0.989653,21.167,126.9994,adxrs645,NORMAL,0.5049
2.88,-0.541888,-1.324223,-0.310564,-0.541888,-1.325888,-0.310564,1.465631,0.963321,1.066921,0.990127,21.573,129.44,adxrs645,NORMAL,0.5049
2.89,0.082297,2.04087,-1.301297,0.082297,2.039227,-1.301297,2.420453,0.96286,1.080508,0.991834,21.573,129.4378,adxrs645,NORMAL,0.5049
2.9,0.059954,-1.823198,-0.428854,0.059954,-1.825738,-0.428854,1.876388,0.94309,1.094,0.990869,21.776,130.6571,adxrs645,NORMAL,0.5049
2.91,0.312927,0.515104,0.591919,0.312927,0.513981,0.591919,0.844078,0.943468,1.05915,0.976213,21.979,131.8763,adxrs645,NORMAL,0.5049
2.92,0.399365,0.583286,0.045965,0.399365,0.582792,0.045965,0.707991,0.941816,1.057956,0.97622,21.775,130.6527,adxrs645,NORMAL,0.5049
2.93,-1.053055,-1.860825,-0.549395,-1.053055,-1.861949,-0.549395,2.208532,0.940646,1.058489,0.973515,21.979,131.8719,adxrs645,NORMAL,0.5049
2.94,-0.135284,1.260162,-0.101102,-0.135284,1.25876,-0.101102,1.270039,0.939278,1.063417,0.973534,21.978,131.8697,adxrs645,NORMAL,0.5049
2.95,-0.197549,0.387449,-0.271358,-0.197549,0.385923,-0.271358,0.511466,0.929372,1.048881,0.973089,22.181,133.0889,adxrs645,NORMAL,0.5049
2.96,0.814597,1.989236,2.201746,0.814597,1.987656,2.201746,3.076041,0.932163,1.067517,0.992814,22.181,133.0867,adxrs645,NORMAL,0.5049
2.97,0.097528,0.338584,1.586782,0.097528,0.337886,1.586782,1.625287,0.899971,1.059272,1.005236,22.384,134.306,adxrs645,NORMAL,0.5049
2.98,-0.150717,0.682614,-1.140879,-0.150717,0.682308,-1.140879,1.337858,0.885994,1.05448,1.011656,22.18,133.0823,adxrs645,NORMAL,0.5049
2.99,-0.31241,1.161958,-0.721826,-0.31241,1.16001,-0.721826,1.40152,0.885941,1.049938,1.009775,22.384,134.3016,adxrs645,NORMAL,0.5049
3.0,-0.128701,-1.582194,2.015941,-0.128701,-1.58487,2.015941,2.567566,0.869975,1.061592,1.018275,22.587,135.5208,adxrs645,NORMAL,0.4953
3.01,1.26945,0.189056,0.510093,1.26945,0.187872,0.510093,1.38094,0.879188,1.061229,1.019546,22.79,136.7407,adxrs645,NORMAL,0.4953
3.02,0.397916,1.391368,-0.521444,0.397916,1.391754,-0.521444,1.538577,0.878469,1.069962,1.011456,22.586,135.5176,adxrs645,NORMAL,0.4953
3.03,0.736009,1.082922,1.221536,0.736009,1.081279,1.221536,1.7897,0.850415,1.068191,1.016202,22.586,135.516,adxrs645,NORMAL,0.4953
3.04,-2.270944,-0.602344,-1.024391,-2.270944,-0.603977,-1.024391,2.563465,0.873538,1.059133,1.013526,22.993,137.9573,adxrs645,NORMAL,0.4953
3.05,0.150356,-2.026382,-2.056127,0.150356,-2.027104,-2.056127,2.891265,0.871646,1.076448,1.025458,22.789,136.7342,adxrs645,NORMAL,0.4953
3.06,2.181265,0.620869,0.121632,2.181265,0.620552,0.121632,2.271078,0.884279,1.056589,1.023227,22.992,137.9541,adxrs645,NORMAL,0.4953
3.07,0.365549,0.147096,1.002497,0.365549,0.147866,1.002497,1.077261,0.884643,1.055811,1.022471,22.788,136.731,adxrs645,NORMAL,0.4953
3.08,-0.635716,0.18758,0.228598,-0.635716,0.187016,0.228598,0.700975,0.86563,1.053014,1.015427,22.788,136.7294,adxrs645,NORMAL,0.4953
3.09,-1.052286,1.283604,-0.447988,-1.052286,1.281541,-0.447988,1.717657,0.863313,1.06063,1.015069,22.992,137.9492,adxrs645,NORMAL,0.4953
3.1,1.02271,0.11551,1.642076,1.02271,0.112782,1.642076,1.9378,0.868925,1.054255,1.022586,23.195,139.1691,adxrs645,NORMAL,0.4953
3.11,-1.046805,-1.090411,-0.910414,-1.046805,-1.091617,-0.910414,1.7653,0.875123,1.055534,1.009607,23.398,140.389,adxrs645,NORMAL,0.4953
3.12,0.133992,1.549519,1.601414,0.133992,1.548079,1.601414,2.231374,0.873105,1.038114,1.017138,23.194,139.1659,adxrs645,NORMAL,0.4953
3.13,-2.322062,0.251014,-3.229775,-2.322062,0.248563,-3.229775,3.985624,0.903294,1.032437,1.059552,23.601,141.6072,adxrs645,NORMAL,0.4953
3.14,0.799204,1.124038,-0.040455,0.799204,1.122953,-0.040455,1.378908,0.905542,1.034924,1.054941,23.601,141.6056,adxrs645,NORMAL,0.4953
3.15,0.084423,0.074026,-0.788569,0.084423,0.07264,-0.788569,0.796395,0.895757,1.034826,1.054506,23.601,141.604,adxrs645,NORMAL,0.4953
3.16,0.433982,-0.232628,0.935197,0.433982,-0.234148,0.935197,1.057242,0.895706,1.033156,1.054091,23.804,142.8239,adxrs645,NORMAL,0.4953
3.17,-0.114228,-0.865574,-1.543983,-0.114228,-0.866245,-1.543983,1.774066,0.895721,1.03518,1.064202,23.804,142.8223,adxrs645,NORMAL,0.4953
3.18,-1.873941,1.319463,-0.460215,-1.873941,1.31826,-0.460215,2.336935,0.915113,1.043524,1.065165,23.803,142.8207,adxrs645,NORMAL,0.4953
3.19,0.340372,1.7927,-0.565793,0.340372,1.79217,-0.565793,1.909934,0.906443,1.058682,1.065057,24.007,144.0406,adxrs645,NORMAL,0.4953
3.2,-0.630818,-0.132865,0.029589,-0.630818,-0.134006,0.029589,0.645573,0.898515,1.058119,1.06329,23.803,142.8175,adxrs645,NORMAL,0.4953
3.21,1.897623,1.574176,0.624188,1.897623,1.571857,0.624188,2.541912,0.918051,1.066369,1.060842,24.21,145.2588,adxrs645,NORMAL,0.4953
3.22,1.457166,-0.179172,0.300765,1.457166,-0.17929,0.300765,1.498645,0.929497,1.050898,1.050061,24.21,145.2572,adxrs645,NORMAL,0.4953
3.23,-0.30313,-1.297286,1.210329,-0.30313,-1.298244,1.210329,1.800617,0.919932,1.057635,1.048441,24.006,144.0341,adxrs645,NORMAL,0.4953
3.24,0.534556,0.018171,-0.002481,0.534556,0.016841,-0.002481,0.534827,0.921183,1.050775,1.045995,24.413,146.4755,adxrs645,NORMAL,0.4953
3.25,-1.514328,-0.98274,0.337964,-1.514328,-0.984235,0.337964,1.837424,0.93097,1.053446,1.045214,24.209,145.2524,adxrs645,NORMAL,0.4953
